1/06/2009	65.46
1/07/2009	43.39
1/08/2009	32.85
1/09/2009	20.45
1/10/2009	17
1/11/2009	14.83
1/12/2009	26.07
1/01/2010	72.13
1/02/2010	196.21
1/03/2010	379.8
1/04/2010	281.43
1/05/2010	131.91
1/06/2010	55.47
1/07/2010	39.69
1/08/2010	26.2
1/09/2010	19.47
1/10/2010	15.31
1/11/2010	16.02
1/12/2010	27.11
1/01/2011	93.55
1/02/2011	221.91
1/03/2011	93.36
1/04/2011	313.25
1/05/2011	101.83
1/06/2011	49.29
1/07/2011	34.55
1/08/2011	24.58
1/09/2011	17.62
1/10/2011	18.26
1/11/2011	16.99
1/12/2011	50.78
1/01/2012	231.85
1/02/2012	720.36
1/03/2012	553.69
1/04/2012	424.04
1/05/2012	153
1/06/2012	71.75
1/07/2012	45.16
1/08/2012	30.35
1/09/2012	21.23
1/10/2012	18.09
1/11/2012	25.52
1/12/2012	30.29
1/01/2013	72.94
1/02/2013	221.72
1/03/2013	249.64
1/04/2013	139.03
1/05/2013	74.62
1/06/2013	56.47
1/07/2013	32.64
1/08/2013	21.12
1/09/2013	14.52
1/10/2013	14.27
1/11/2013	14.16
1/12/2013	18.87
1/01/2014	55.93
1/02/2014	119.47
1/03/2014	230.77
1/04/2014	96.01
1/05/2014	249.43
1/06/2014	86.9
1/07/2014	40.05
1/08/2014	25.66
1/09/2014	18.79
1/10/2014	16.15
1/11/2014	15.34
1/12/2014	22.79
1/01/2015	76.16
1/02/2015	134.66
1/03/2015	403.56
1/04/2015	411.77
1/05/2015	153.59
1/06/2015	85.58
1/07/2015	45.26
1/08/2015	31.38
1/09/2015	20.09
1/10/2015	16.81
1/11/2015	16.76
1/12/2015	16.59
1/01/2016	65.72
1/02/2016	106.22
1/03/2016	292.96
1/04/2016	271.27
1/05/2016	104.93
1/06/2016	52.25
1/07/2016	33.44
1/08/2016	23.21
1/09/2016	17.48
1/10/2016	14.4
1/11/2016	11.99
1/12/2016	23.47
